country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","31-05-2026 10:00:00",21.847279,85.416905,PM2.5,25,55,39
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","31-05-2026 10:00:00",16.172806,75.659694,NH3,1,1,1
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","31-05-2026 10:00:00",15.888653,74.541751,NH3,1,10,3
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","31-05-2026 10:00:00",22.265816,86.174829,NH3,3,3,3
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","31-05-2026 10:00:00",22.18972222,84.86277778,CO,11,109,15
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","31-05-2026 10:00:00",22.24500000,84.88111111,CO,10,14,10
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","31-05-2026 10:00:00",12.951913,77.539784,NO2,23,24,24
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","31-05-2026 10:00:00",12.938539,77.590100,NH3,1,2,1
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","31-05-2026 10:00:00",20.9360711,85.1707021,PM10,11,183,60
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","31-05-2026 10:00:00",12.920984,77.584908,SO2,17,35,24
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","31-05-2026 10:00:00",21.869985,85.167016,PM2.5,10,25,17
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","31-05-2026 10:00:00",12.7816279,77.6299145,PM10,35,119,67
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","31-05-2026 10:00:00",12.7816279,77.6299145,NH3,4,4,4
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","31-05-2026 10:00:00",12.7816279,77.6299145,SO2,22,22,22
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","31-05-2026 10:00:00",13.0270199,77.494094,PM2.5,17,51,29
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","31-05-2026 10:00:00",11.9309,79.8027,CO,15,24,18
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","31-05-2026 10:00:00",11.9309,79.8027,OZONE,7,144,19
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","31-05-2026 10:00:00",31.620000,74.876512,NO2,23,49,31
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","31-05-2026 10:00:00",31.321907,75.578914,PM10,30,180,50
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","31-05-2026 10:00:00",12.917348,77.622813,OZONE,12,30,22
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","31-05-2026 10:00:00",11.55358,76.55521,CO,15,25,22
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","31-05-2026 10:00:00",13.428828,77.731418,PM2.5,2,46,19
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","31-05-2026 10:00:00",13.428828,77.731418,NO2,3,4,3
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","31-05-2026 10:00:00",30.9028,75.8086,SO2,12,21,16
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","31-05-2026 10:00:00",13.328028,75.797056,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","31-05-2026 10:00:00",19.000083,72.813993,PM2.5,20,44,33
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","31-05-2026 10:00:00",19.000083,72.813993,CO,6,57,38
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","31-05-2026 10:00:00",23.041137,72.456691,SO2,1,3,2
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","31-05-2026 10:00:00",19.047000,72.874600,NO2,31,51,36
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","31-05-2026 10:00:00",23.023389,72.515201,PM10,44,232,90
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","31-05-2026 10:00:00",23.076793,72.627874,PM10,32,133,93
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","31-05-2026 10:00:00",18.9942180,72.8158167,SO2,31,33,32
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","31-05-2026 10:00:00",21.121801,79.04952,NH3,1,7,4
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","31-05-2026 10:00:00",21.121801,79.04952,SO2,4,73,21
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","31-05-2026 10:00:00",21.613267,73.010555,NO2,31,32,31
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","31-05-2026 10:00:00",21.121801,79.04952,CO,8,33,18
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","31-05-2026 10:00:00",21.121801,79.04952,OZONE,5,65,28
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","31-05-2026 10:00:00",21.14472,79.107595,CO,24,72,35
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","31-05-2026 10:00:00",21.755417,72.139056,NO2,45,63,55
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","31-05-2026 10:00:00",21.14472,79.107595,OZONE,21,138,28
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","31-05-2026 10:00:00",21.152875,79.0517531,NO2,15,17,16
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","31-05-2026 10:00:00",23.163798,72.677768,SO2,2,10,6
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","31-05-2026 10:00:00",23.243639,72.68994,SO2,3,5,4
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","31-05-2026 10:00:00",19.173852,77.296291,NO2,9,28,15
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","31-05-2026 10:00:00",23.221714,72.654328,PM10,26,117,84
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","31-05-2026 10:00:00",19.173852,77.296291,SO2,6,10,7
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","31-05-2026 10:00:00",19.173852,77.296291,CO,14,30,21
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","31-05-2026 10:00:00",20.0073285,73.7762427,OZONE,9,27,26
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","31-05-2026 10:00:00",20.021503,73.813844,SO2,3,7,5
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","31-05-2026 10:00:00",22.248853,70.776774,PM10,32,74,52
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","31-05-2026 10:00:00",22.248853,70.776774,CO,72,74,73
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","31-05-2026 10:00:00",19.9591346,73.7788008,NO2,4,11,7
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","31-05-2026 10:00:00",19.090337,73.014232,PM2.5,39,389,72
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","31-05-2026 10:00:00",19.090337,73.014232,PM10,70,120,92
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","31-05-2026 10:00:00",19.090337,73.014232,OZONE,29,63,36
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","31-05-2026 10:00:00",19.1135051,73.008978,PM2.5,28,57,41
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","31-05-2026 10:00:00",22.320153,73.216285,NH3,3,4,3
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","31-05-2026 10:00:00",19.1135051,73.008978,SO2,16,17,17
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","31-05-2026 10:00:00",19.008751,73.016620,PM10,13,37,24
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","31-05-2026 10:00:00",20.362421,72.918013,NO2,14,36,21
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","31-05-2026 10:00:00",19.0575752,73.0151367,PM2.5,26,49,36
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","31-05-2026 10:00:00",22.969611,72.643500,NH3,1,2,1
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","31-05-2026 10:00:00",22.969611,72.643500,SO2,20,37,28
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","31-05-2026 10:00:00",19.265594,76.761463,NO2,9,43,16
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","31-05-2026 10:00:00",30.379589,76.778328,NO2,4,30,18
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","31-05-2026 10:00:00",19.265594,76.761463,OZONE,13,66,18
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","31-05-2026 10:00:00",28.6701,76.9254,SO2,6,7,6
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","31-05-2026 10:00:00",28.6701,76.9254,CO,46,51,48
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","31-05-2026 10:00:00",18.63673,73.82487,PM2.5,22,44,31
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","31-05-2026 10:00:00",28.806223,76.141105,PM2.5,245,278,257
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","31-05-2026 10:00:00",18.63673,73.82487,OZONE,7,36,10
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","31-05-2026 10:00:00",28.806223,76.141105,NH3,8,10,9
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","31-05-2026 10:00:00",28.806223,76.141105,CO,11,14,12
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","31-05-2026 10:00:00",18.59051,73.77946,NO2,9,29,17
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","31-05-2026 10:00:00",18.614767,73.799516,NO2,6,17,10
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","31-05-2026 10:00:00",18.616318,73.765797,PM2.5,35,79,53
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","31-05-2026 10:00:00",18.616318,73.765797,PM10,76,97,86
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","31-05-2026 10:00:00",18.616318,73.765797,CO,12,46,19
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","31-05-2026 10:00:00",28.206800,76.799700,OZONE,10,71,13
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","31-05-2026 10:00:00",28.39072,77.30059,PM2.5,89,373,185
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","31-05-2026 10:00:00",28.39072,77.30059,PM10,62,489,188
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","31-05-2026 10:00:00",28.39072,77.30059,NO2,24,26,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","31-05-2026 10:00:00",28.39072,77.30059,CO,22,27,25
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","31-05-2026 10:00:00",28.4417,77.3217,PM2.5,60,184,147
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","31-05-2026 10:00:00",18.573040,73.927715,PM2.5,16,57,34
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","31-05-2026 10:00:00",18.536457,73.805454,PM2.5,12,42,24
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","31-05-2026 10:00:00",29.503664,75.467934,PM2.5,64,82,71
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","31-05-2026 10:00:00",18.547056,73.826908,PM2.5,8,37,23
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","31-05-2026 10:00:00",28.422681,77.148944,OZONE,2,109,23
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","31-05-2026 10:00:00",19.4458210,72.7988231,OZONE,9,50,23
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","31-05-2026 10:00:00",26.05374,91.86796,PM10,120,240,137
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","31-05-2026 10:00:00",28.060249,76.113115,NH3,3,6,5
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","31-05-2026 10:00:00",25.5803419,91.8942571,PM10,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","31-05-2026 10:00:00",25.5803419,91.8942571,SO2,25,32,30
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","31-05-2026 10:00:00",28.1485564,77.3320667,SO2,12,13,12
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","31-05-2026 10:00:00",23.7176342,92.7192841,PM10,NA,NA,NA
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","31-05-2026 10:00:00",28.1485564,77.3320667,OZONE,3,180,90
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","31-05-2026 10:00:00",23.7176342,92.7192841,SO2,NA,NA,NA
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","31-05-2026 10:00:00",28.3153,76.9143,NH3,14,21,17
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","31-05-2026 10:00:00",28.3153,76.9143,CO,4,53,46
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","31-05-2026 10:00:00",25.6635413,94.0989878,SO2,31,46,36
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","31-05-2026 10:00:00",25.6635413,94.0989878,CO,4,8,5
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","31-05-2026 10:00:00",29.432304,76.972765,NO2,31,32,31
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","31-05-2026 10:00:00",29.432304,76.972765,NH3,2,3,2
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","31-05-2026 10:00:00",21.51161,86.89088,PM2.5,13,47,29
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","31-05-2026 10:00:00",29.432304,76.972765,CO,27,42,36
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","31-05-2026 10:00:00",21.51161,86.89088,NO2,2,26,14
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","31-05-2026 10:00:00",21.51161,86.89088,NH3,2,2,2
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","31-05-2026 10:00:00",28.52123,76.37138,CO,10,35,28
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","31-05-2026 10:00:00",17.336318,76.847397,OZONE,13,18,14
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","31-05-2026 10:00:00",25.747299,71.393989,NO2,3,17,6
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","31-05-2026 10:00:00",15.347630,76.181767,PM10,12,80,42
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","31-05-2026 10:00:00",15.347630,76.181767,NH3,1,3,3
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","31-05-2026 10:00:00",27.215415,77.50873,PM10,14,201,65
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","31-05-2026 10:00:00",12.889250,74.853000,PM2.5,NA,NA,NA
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","31-05-2026 10:00:00",12.889250,74.853000,NH3,1,4,2
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","31-05-2026 10:00:00",12.21041,76.37376,CO,3,30,5
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","31-05-2026 10:00:00",28.194909,76.862296,NO2,20,83,49
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","31-05-2026 10:00:00",12.733409,77.298051,PM10,NA,NA,NA
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","31-05-2026 10:00:00",28.194909,76.862296,OZONE,8,66,16
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","31-05-2026 10:00:00",25.435774,75.644272,PM2.5,2,137,19
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","31-05-2026 10:00:00",25.435774,75.644272,NO2,6,25,15
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","31-05-2026 10:00:00",25.435774,75.644272,CO,40,95,58
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","31-05-2026 10:00:00",25.435774,75.644272,OZONE,36,122,53
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","31-05-2026 10:00:00",11.875000,75.373200,PM10,63,66,64
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","31-05-2026 10:00:00",11.875000,75.373200,SO2,3,3,3
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","31-05-2026 10:00:00",8.8787,76.6073,PM2.5,39,51,46
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","31-05-2026 10:00:00",8.8787,76.6073,PM10,67,81,75
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB","31-05-2026 10:00:00",17.696651,74.003387,PM2.5,13,80,33
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","31-05-2026 10:00:00",28.4501238,77.0263051,NO2,9,45,26
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","31-05-2026 10:00:00",28.4501238,77.0263051,OZONE,4,31,14
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","31-05-2026 10:00:00",29.140560,75.744941,PM2.5,3,87,58
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","31-05-2026 10:00:00",29.140560,75.744941,NO2,48,51,50
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","31-05-2026 10:00:00",17.6336264,75.9132495,CO,12,28,15
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","31-05-2026 10:00:00",29.140560,75.744941,CO,49,52,50
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","31-05-2026 10:00:00",29.140560,75.744941,OZONE,5,85,9
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","31-05-2026 10:00:00",17.65439,75.90649,PM2.5,23,89,50
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","31-05-2026 10:00:00",17.65439,75.90649,NO2,NA,NA,NA
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","31-05-2026 10:00:00",29.8006,76.4155,NO2,27,34,32
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","31-05-2026 10:00:00",29.8006,76.4155,NH3,5,7,6
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","31-05-2026 10:00:00",29.8006,76.4155,CO,5,111,56
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","31-05-2026 10:00:00",19.26777,72.97182,PM10,36,76,60
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","31-05-2026 10:00:00",19.26777,72.97182,CO,1,17,8
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","31-05-2026 10:00:00",29.966942,76.875879,CO,16,26,22
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","31-05-2026 10:00:00",29.966942,76.875879,OZONE,19,59,26
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","31-05-2026 10:00:00",19.235581,73.159121,PM10,25,362,91
India,Punjab,Patiala,"Model Town, Patiala - PPCB","31-05-2026 10:00:00",30.349388,76.366642,PM10,23,76,39
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","31-05-2026 10:00:00",13.328028,75.797056,OZONE,NA,NA,NA
India,Punjab,Patiala,"Model Town, Patiala - PPCB","31-05-2026 10:00:00",30.349388,76.366642,OZONE,15,53,16
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","31-05-2026 10:00:00",15.411456,75.638133,PM2.5,5,143,15
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","31-05-2026 10:00:00",26.470859,74.646594,PM2.5,21,178,55
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","31-05-2026 10:00:00",15.411456,75.638133,CO,12,24,15
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","31-05-2026 10:00:00",27.554793,76.611536,CO,22,76,51
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","31-05-2026 10:00:00",27.554793,76.611536,OZONE,1,63,5
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","31-05-2026 10:00:00",23.555190,74.440010,NO2,18,54,29
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","31-05-2026 10:00:00",15.3714823,75.1160168,CO,9,20,12
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","31-05-2026 10:00:00",25.106006,76.469948,PM10,18,388,77
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","31-05-2026 10:00:00",19.2157840,73.1997810,PM10,5,37,26
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","31-05-2026 10:00:00",19.2157840,73.1997810,NH3,3,4,3
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","31-05-2026 10:00:00",19.2157840,73.1997810,SO2,1,3,1
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","31-05-2026 10:00:00",19.2157840,73.1997810,OZONE,1,20,3
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","31-05-2026 10:00:00",26.031443,76.359327,OZONE,19,244,153
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","31-05-2026 10:00:00",20.9402359,77.7895248,NO2,5,37,13
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","31-05-2026 10:00:00",27.608912,75.153302,SO2,2,6,3
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","31-05-2026 10:00:00",27.608912,75.153302,CO,8,19,12
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","31-05-2026 10:00:00",27.608912,75.153302,OZONE,38,111,47
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","31-05-2026 10:00:00",24.885261,72.857549,PM2.5,2,336,39
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","31-05-2026 10:00:00",24.885261,72.857549,PM10,16,120,76
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","31-05-2026 10:00:00",20.939198,77.765701,SO2,18,21,19
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","31-05-2026 10:00:00",20.939198,77.765701,CO,24,103,28
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","31-05-2026 10:00:00",24.885261,72.857549,OZONE,29,112,52
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","31-05-2026 10:00:00",19.875620,75.387310,NO2,2,19,7
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","31-05-2026 10:00:00",19.16485,73.23409,SO2,6,8,7
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","31-05-2026 10:00:00",19.16485,73.23409,OZONE,52,59,55
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","31-05-2026 10:00:00",27.338530,88.614099,PM10,17,39,26
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","31-05-2026 10:00:00",27.338530,88.614099,NO2,7,8,8
India,Maharashtra,Beed,"Bir, Beed - MPCB","31-05-2026 10:00:00",18.988474,75.753873,PM10,45,105,63
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","31-05-2026 10:00:00",13.0664,"80.2112 ",NO2,9,24,15
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","31-05-2026 10:00:00",19.0243902,73.0406721,NO2,NA,NA,NA
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","31-05-2026 10:00:00",19.309073,73.057223,PM2.5,44,126,64
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","31-05-2026 10:00:00",13.1278,80.2642,OZONE,27,35,30
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","31-05-2026 10:00:00",19.309073,73.057223,CO,16,42,38
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","31-05-2026 10:00:00",19.786089,72.757971,PM2.5,41,43,42
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","31-05-2026 10:00:00",13.1662,80.2584,SO2,11,15,12
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","31-05-2026 10:00:00",8.563700,76.886500,PM10,NA,NA,NA
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","31-05-2026 10:00:00",28.296139,74.961696,CO,12,51,30
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","31-05-2026 10:00:00",28.296139,74.961696,OZONE,60,144,67
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","31-05-2026 10:00:00",26.895552,76.334753,SO2,1,3,2
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","31-05-2026 10:00:00",8.5149093,76.9435879,CO,7,64,10
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","31-05-2026 10:00:00",10.532400,76.215900,CO,10,18,15
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","31-05-2026 10:00:00",23.837789,73.714926,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","31-05-2026 10:00:00",23.264759,77.381568,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","31-05-2026 10:00:00",23.264759,77.381568,PM10,NA,NA,NA
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","31-05-2026 10:00:00",29.610750,74.283608,PM10,23,244,62
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","31-05-2026 10:00:00",23.210494,77.425409,PM10,20,500,78
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","31-05-2026 10:00:00",23.210494,77.425409,NO2,9,50,17
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","31-05-2026 10:00:00",23.210494,77.425409,CO,3,54,20
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","31-05-2026 10:00:00",23.210494,77.425409,OZONE,28,60,47
